p_val	avg_log2FC	pct.1	pct.2	p_val_adj
H2AFZ	0.0792937613837923	-0.26588840629513	0.737	0.881	1
SELENOP	0.0797270911739441	0.301355701564558	0.842	0.644	1
SELENOW	0.0912594188109334	0.377119463164226	0.842	0.831	1
CXCL2	0.0935257194545587	-0.514737547856885	0.632	0.633	1
PDK4	0.0952239646934885	-0.40219607154698	0.421	0.381	1
LGALS3	0.10261690092465	-0.291103677116561	0.579	0.82	1
JAML	0.105451566609298	-0.276607259042248	0.789	0.684	1
GLDN	0.111441108324175	0.41362659224923	0.632	0.443	1
ITM2A	0.128488967798553	0.355704143206896	0.368	0.466	1
HSPA1B	0.129344589547824	0.385869437860072	0.684	0.574	1
HIST1H1C	0.14113995837848	0.253919065227139	0.895	0.771	1
TTN	0.175224529455317	0.257241191222318	0.263	0.196	1
FZD1	0.177817636483223	0.28330834732931	0.632	0.552	1
EREG	0.186072790542419	-0.250303196509189	0.421	0.477	1
MYO1B	0.193126581896616	0.31207020490379	0.684	0.517	1
PON2	0.209106448457554	0.310831664850819	0.737	0.539	1
EDN1	0.214053802795892	0.263167631993513	0.368	0.457	1
LHFPL6	0.224046784254753	0.287172456872004	0.421	0.406	1
EGR3	0.268972736605142	0.293338159867506	0.579	0.508	1
INSR	0.322633574821693	0.263918904363637	0.474	0.316	1
GNLY	0.362181849436784	-0.353890778607055	0.474	0.399	1
EPAS1	0.393250877302106	0.256650093093237	0.579	0.453	1
COL4A1	0.419425587141946	0.298222606329874	0.526	0.383	1
FAM213A	0.433622415413676	0.257066594181517	0.684	0.696	1
ALDH1A1	0.440981320321999	0.251440745061957	0.263	0.262	1
FILIP1L	0.555005215169664	0.297033596435486	0.526	0.476	1
MYO10	0.563015436720043	0.263071540892155	0.526	0.669	1
GEM	0.608921831731565	0.322936124703853	0.579	0.405	1
IGFBP7	0.629303007707581	0.389768750913156	0.526	0.476	1
ABCG2	0.699779519755925	0.279568885716058	0.526	0.444	1
CXCL5	0.761030915807061	0.393263221370178	0.421	0.262	1
ADGRL4	0.769365339883372	0.328894381432587	0.474	0.493	1
SLC40A1	0.786377546613453	0.318070022590443	0.526	0.482	1
CTGF	0.812495271690648	0.483193120902871	0.526	0.355	1
SOX18	0.838729544713137	0.25474375538096	0.579	0.458	1
ETS1	0.985289665712368	0.294135074205757	0.474	0.31	1
