p_val	avg_log2FC	pct.1	pct.2	p_val_adj
DSTN	0.0365820268864745	-0.443295644958802	0.636	0.732	1
NRP2	0.0372878366562421	0.303256238941367	0.909	0.66	1
FCGBP	0.0380303123892506	0.252012210541784	0.909	0.982	1
ARL5B	0.0394518690790924	0.325312429783581	0.818	0.716	1
LIPA	0.0407741547528201	0.294603025530911	1	0.765	1
AC245014.3	0.0445138996410224	0.402653682418404	0.727	0.774	1
HSPA1A	0.0466627901707955	0.30127791112787	0.909	0.827	1
IL7R	0.0476824709308775	-0.30515761033805	0.636	0.843	1
GLDN	0.0500760901984274	0.253299062092925	0.636	0.443	1
PLTP	0.0525543699701732	0.349983799493509	0.818	0.747	1
PRDM1	0.0548244199504121	0.338341275958368	0.818	0.681	1
CLSPN	0.0559502156386696	0.389626782663932	0.818	0.714	1
HMOX1	0.0570157935030261	0.350634339109609	0.909	0.777	1
CXCL2	0.0584274137571485	-0.660067832710974	0.364	0.633	1
EGR3	0.0605209081842906	0.256258971273797	0.636	0.508	1
PCNX4	0.061965593143106	0.30583606775518	0.727	0.534	1
AC091271.1	0.0684219480845567	0.368625600257724	0.727	0.627	1
HES4	0.0732222807705106	0.266230502150128	0.818	0.791	1
LGMN	0.07352743126205	0.282667223529158	0.909	0.793	1
LSP1	0.0741062407781055	-0.315006992750409	0.364	0.742	1
RASGRP3	0.076057489793543	0.366058049716823	0.636	0.529	1
MRC1	0.0772419075100405	-0.51287813114067	0.545	0.694	1
EMP3	0.0799420122027687	-0.294376658048342	0.818	0.869	1
S100A12	0.0800968577778766	-0.336544546296254	0.091	0.488	1
MDM2	0.0802709415849232	0.416687719313632	0.545	0.437	1
MIR4435-2HG	0.0815497563963869	-0.282464046439902	0.364	0.636	1
RND3	0.0844641123955492	0.293633546708487	0.455	0.395	1
HSPA6	0.0868603254307336	0.27920798723899	0.818	0.682	1
IL4I1	0.0904622247401981	0.253631719442399	0.727	0.768	1
GEM	0.0920476626234911	0.333315956545315	0.545	0.405	1
OTUD1	0.0933142370466274	0.273913667769879	0.909	0.815	1
VCAN	0.0942272200367564	-0.621413648058295	0.364	0.638	1
PLAU	0.0972870007480792	0.263870948969506	0.818	0.79	1
RGS16	0.100464567177673	0.413991109106382	0.727	0.858	1
CSTB	0.103558437268264	-0.266744301343816	0.818	0.878	1
ISG20	0.106622306057143	0.3162450478939	0.545	0.456	1
TCEAL9	0.110593715633896	-0.285974275865148	0.091	0.469	1
HYAL2	0.11636838175354	0.256618055469847	0.727	0.6	1
CYTOR	0.121041216317481	-0.333025898877664	0.545	0.708	1
BIRC5	0.12448580911204	-0.292205491988325	0.636	0.795	1
THBD	0.133067863826865	-0.341339938433087	0.636	0.785	1
MT1G	0.136559671900389	0.450433553120634	0.727	0.708	1
VAMP5	0.137631555043414	0.310034894318971	0.636	0.541	1
AQP9	0.138475127675658	-0.365766529063174	0.091	0.463	1
ANPEP	0.139961356738204	-0.374167655689704	0.364	0.603	1
GPNMB	0.14534027218427	-0.407609654662193	0.545	0.682	1
CD44	0.145670654688377	-0.278328904550347	0.818	0.87	1
VEGFA	0.155751060089438	-0.419746843645549	0.636	0.692	1
AHNAK	0.174417933929369	-0.397654903925647	0.182	0.492	1
FN1	0.184045796662706	-0.417022442964967	0.091	0.442	1
MXI1	0.205828826936104	-0.333607303788185	0.182	0.431	1
CXCL10	0.206178259902392	0.535091808037358	0.545	0.635	1
EREG	0.210013725062438	-0.446138918740959	0.182	0.477	1
FCN1	0.217872124783624	-0.487956422441455	0.364	0.554	1
TIMP1	0.220370918138696	-0.33403687178663	0.909	0.878	1
ANKRD28	0.238980038756934	-0.25987697542011	0.182	0.47	1
RGCC	0.251557930150031	-0.298673882782727	0.545	0.723	1
AREG	0.252825675716587	-0.554643050535384	0.273	0.488	1
C15orf48	0.262538288198372	-0.426363029686886	0.636	0.671	1
APP	0.278652761329598	-0.300498961132682	0.182	0.439	1
RAB13	0.300647749495563	-0.352241284094687	0.273	0.543	1
PLP2	0.317930380567681	-0.255445762837455	0.636	0.726	1
CXCL3	0.320783686641669	-0.43986943745876	0.364	0.586	1
UPP1	0.342606395857571	-0.275330666751169	0.818	0.741	1
DDIT4	0.348538995979279	-0.276987790684502	0.455	0.575	1
CENPF	0.390239739507717	-0.280342959139342	0.545	0.796	1
MARCO	0.533412895539073	-0.316698141161292	0.182	0.402	1
THBS1	0.809245394431607	-0.306123093661246	0.182	0.38	1
