p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ACTN1	1.36745721163123e-207	0.385096494485	0.89	0.734	1.59855748039691e-204
FLT1	5.61329949334896e-206	0.322584012740686	0.758	0.498	6.56194710772494e-203
MARCKSL1	4.60611039500479e-204	0.335811591489302	0.932	0.821	5.3845430517606e-201
THBD	8.10436487259737e-198	0.379574252174238	0.927	0.75	9.47400253606633e-195
INHBA	6.1810317960315e-196	0.297812670677997	0.78	0.52	7.22562616956083e-193
SCIN	5.2556407263167e-185	-0.463446963923492	0.921	0.877	6.14384400906422e-182
SLC16A10	4.60487594635909e-184	0.393090397935238	0.886	0.784	5.38309998129377e-181
SDC2	2.97743637635049e-173	0.457002246329049	0.68	0.379	3.48062312395372e-170
MXI1	3.59069493147103e-173	0.273846181673984	0.687	0.368	4.19752237488963e-170
IL1R1	8.69806296298831e-171	0.354354213214493	0.618	0.255	1.01680356037333e-167
ATP2B1-AS1	2.27440359918455e-170	0.372001243765113	0.878	0.711	2.65877780744673e-167
ACP5	9.60127474882227e-168	0.297262033852675	0.823	0.551	1.12238901813732e-164
EMP1	6.35291266605099e-167	0.324162624601094	0.744	0.539	7.4265549066136e-164
LSP1	1.31013830421047e-165	0.347220013089773	0.875	0.709	1.53155167762204e-162
RGCC	2.14310399475862e-163	0.38067210675966	0.88	0.684	2.50528856987282e-160
IL1RN	3.66133406482904e-163	0.367845669114396	0.98	0.793	4.28009952178515e-160
AQP9	1.04281844808438e-162	0.442133165241464	0.695	0.406	1.21905476581064e-159
LIPA	1.71353997429024e-161	-0.326683060272925	0.582	0.81	2.00312822994529e-158
TXNIP	3.68547640617085e-153	0.356760671033836	0.917	0.749	4.30832191881373e-150
TPM4	3.27381712291899e-150	0.255079595350247	0.988	0.912	3.82709221669229e-147
PMP22	3.92712640625657e-147	0.261298281022239	0.959	0.789	4.59081076891393e-144
TYMS	5.15185958939471e-147	-0.326477025921736	0.599	0.689	6.02252386000241e-144
HBEGF	8.15025155028762e-145	0.293463891957167	0.982	0.854	9.52764406228623e-142
CENPF	1.40708422332728e-144	-0.450680144049993	0.847	0.783	1.64488145706959e-141
RGS16	2.74671616532295e-144	-0.360213516468987	0.915	0.844	3.21091119726252e-141
TGM2	4.50634069232746e-144	0.422960284931566	0.629	0.283	5.2679122693308e-141
CD69	1.11919417960517e-139	-0.262396874047632	0.814	0.805	1.30833799595845e-136
MKI67	5.77189187970875e-136	-0.445768403188065	0.783	0.775	6.74734160737953e-133
F13A1	1.79812455757332e-133	-0.361662162569784	0.915	0.849	2.10200760780322e-130
TPX2	4.65755137492315e-132	-0.301904656747865	0.736	0.738	5.44467755728516e-129
S100B	4.43227987183398e-131	-0.269253882762245	0.874	0.833	5.18133517017392e-128
ANKRD28	1.77580495553321e-125	0.350150594105321	0.675	0.419	2.07591599301832e-122
PLTP	8.3281271907769e-124	-0.377995507552101	0.67	0.767	9.7355806860182e-121
AREG	1.02093912255698e-119	0.436232943396531	0.723	0.43	1.19347783426911e-116
CCL20	1.40949756885605e-118	0.510209815200988	0.716	0.535	1.64770265799272e-115
IL1R2	2.00172718518952e-118	0.304382688739096	0.58	0.239	2.34001907948655e-115
TK1	1.96337296021227e-114	-0.307936406665621	0.771	0.764	2.29518299048814e-111
FN1	1.13688240445946e-112	0.680001315887383	0.63	0.395	1.32901553081311e-109
LGMN	6.89865147506508e-112	-0.290023487514299	0.688	0.82	8.06452357435107e-109
PRDM1	8.09022019706353e-109	-0.274095282850187	0.551	0.713	9.45746741036726e-106
HMMR	1.9373419630412e-106	-0.269466792610519	0.629	0.613	2.26475275479516e-103
DUSP6	2.3030885112678e-106	0.252345129800475	0.943	0.787	2.69231046967205e-103
PTTG1	2.40386573202323e-105	-0.299153119161784	0.629	0.667	2.81011904073516e-102
SOX4	1.33738545491283e-104	0.348102032232986	0.653	0.448	1.56340359679309e-101
S100A8	4.74873023748162e-99	0.261200405612972	0.984	0.885	5.55126564761602e-96
RAI14	3.34839939176055e-94	0.270765312593607	0.599	0.371	3.91427888896808e-91
ADM	6.6126673183376e-91	0.294139353021887	0.718	0.519	7.73020809513666e-88
TOP2A	6.79520530105328e-84	-0.403733351027948	0.826	0.771	7.94359499693128e-81
HIST1H4C	1.7442388805955e-81	-0.346692894304808	0.907	0.887	2.03901525141614e-78
PTGS2	1.65601979850633e-80	0.27342434579748	0.911	0.762	1.9358871444539e-77
SERPINB2	1.66494853252353e-78	0.486386400474362	0.587	0.337	1.94632483452e-75
LUCAT1	6.92007689156427e-73	0.288456744117279	0.659	0.513	8.08956988623863e-70
PCLAF	1.23783526583315e-67	-0.329885811214467	0.84	0.75	1.44702942575895e-64
ANGPTL4	5.49488352250435e-65	0.456200164871447	0.556	0.328	6.42351883780759e-62
CXCL5	5.53677703062566e-47	0.521632419696342	0.528	0.197	6.47249234880139e-44
HSPA1B	3.02162166933151e-41	-0.306510397880742	0.526	0.587	3.53227573144854e-38
NUSAP1	1.2838126981612e-38	-0.342334247158884	0.762	0.693	1.50077704415044e-35
CDK1	2.60895445853659e-25	-0.277145587364241	0.647	0.586	3.04986776202927e-22
TFPI	1.2950234684455e-24	0.283331341591948	0.512	0.248	1.51388243461279e-21
TNFAIP6	2.03241583876892e-18	0.304815012165017	0.534	0.382	2.37589411552086e-15
