p_val	avg_log2FC	pct.1	pct.2	p_val_adj
VIM	3.91999742749231e-07	-0.286617607010571	1	0.978	0.000458247699273851
SNHG12	6.24256135721946e-07	0.324377386813894	0.882	0.639	0.000729755422658955
RGS16	1.12890975498923e-06	0.415316549784675	0.843	0.858	0.00131969550358241
ANXA2	1.23919828518023e-06	-0.355517838701731	0.843	0.884	0.00144862279537569
DNAJB1	1.55281828734737e-06	0.403553949193932	0.98	0.803	0.00181524457790908
A2M	2.01116229045798e-06	0.304134734991306	0.941	0.936	0.00235104871754537
RHOB	2.02417890124085e-06	0.373946797624905	0.941	0.79	0.00236626513555055
OTUD1	2.68499928731604e-06	0.358251821405876	0.941	0.814	0.00313876416687245
SCIN	3.24458192325043e-06	0.354626801853216	0.941	0.885	0.00379291626827975
ATP2B1-AS1	5.62132787702945e-06	0.39440400961718	0.882	0.743	0.00657133228824743
CCL2	7.32664674492329e-06	0.384376698341458	0.961	0.833	0.00856485004481533
S100A6	1.05213910868642e-05	-0.535607710351165	0.745	0.875	0.0122995061805442
AC098818.2	1.41345798519188e-05	0.376011512282112	0.686	0.658	0.016523323846893
SOCS1	1.71583956863683e-05	0.3354865417344	0.667	0.44	0.0200581645573645
HSPA1B	3.01057435216095e-05	0.412827967609577	0.843	0.574	0.0351936141767615
RNASE2	3.97682188395947e-05	0.272851555781124	0.941	0.859	0.0464890478234862
FCGBP	5.26442786519423e-05	0.250196111158456	1	0.981	0.0615411617441205
EGR2	7.03150834207678e-05	0.356847156569283	0.765	0.589	0.0821983325188775
S100A10	7.39478421993006e-05	-0.435082692627822	0.863	0.858	0.0864450275309824
AC103591.3	7.52469352328825e-05	0.335939321173284	0.725	0.651	0.0879636672872397
CCL5	9.5287436327708e-05	0.377691135929422	0.471	0.359	0.111391013067091
ABL2	0.000126168505723966	0.276166904287579	0.98	0.807	0.147490983191316
DUSP6	0.000139431914287678	0.308581519358018	0.882	0.818	0.162995907802296
CSTB	0.000182494141359511	-0.338906627082654	0.863	0.878	0.213335651249268
PTCH2	0.000224361002838005	0.27857414388035	0.647	0.594	0.262278012317628
PLP2	0.000286869912946285	-0.339522004502683	0.549	0.727	0.335350928234207
PTGER4	0.000327316868399883	0.252136641725493	0.922	0.766	0.382633419159463
NRP2	0.000346761759639851	0.311036830779333	0.804	0.66	0.405364497018986
AL355075.4	0.000373940891068604	0.310675434866175	0.765	0.687	0.437136901659199
EGR3	0.000461611527896442	0.26250792556272	0.686	0.508	0.539623876110941
CITED2	0.00160455650877253	0.282186239000623	0.765	0.578	1
TSPYL2	0.00206255646907626	0.267326699471465	0.627	0.525	1
TXN	0.00309315258639047	-0.322178737123254	0.706	0.712	1
CD44	0.00316570750792469	-0.251394903612778	0.902	0.87	1
HSPA1A	0.0036663775342768	0.27308547833869	0.902	0.827	1
TOP2A	0.00521715397468047	-0.268565226778252	0.627	0.782	1
TUBA1C	0.00725588208015106	-0.254753133817776	0.804	0.811	1
TIMP1	0.00727189246551124	-0.311650877951908	0.882	0.878	1
PMP22	0.00868574814985107	-0.273088208093837	0.725	0.823	1
CD52	0.0155083771311801	-0.343484944039151	0.431	0.584	1
SMIM25	0.0197100906638959	-0.326804409168008	0.471	0.602	1
MKI67	0.0197586955229436	-0.341306388892297	0.647	0.777	1
MRC1	0.0199503706952186	-0.277248625972932	0.588	0.694	1
ANPEP	0.0365017645317786	-0.329676824729659	0.471	0.604	1
HIST1H2BG	0.0370247677071242	0.271283973446107	0.667	0.727	1
HMGB2	0.0823779349524745	-0.286407232589762	0.529	0.598	1
FLNA	0.0838403636547342	-0.275841134331567	0.588	0.659	1
RNASE1	0.114913211977038	-0.389706292719859	0.235	0.387	1
CCL8	0.161060875210061	0.297043948585424	0.333	0.284	1
C15orf48	0.175927281234153	-0.265686639590542	0.608	0.671	1
VCAN	0.230256802345228	-0.317175200765482	0.627	0.638	1
CXCL3	0.301634017583543	-0.2599906557754	0.569	0.586	1
