p_val	avg_log2FC	pct.1	pct.2	p_val_adj
TOP2A	0.0836623377786603	0.28935803671548	1	0.781	1
HSPD1	0.0845401198265384	-0.585964952391503	1	0.928	1
EGR3	0.0848276928188146	-0.674056213386302	0.25	0.509	1
CRYAB	0.085356352330573	-0.29114680953351	0.25	0.628	1
ITGA2	0.0886114363187874	0.281986318866074	0.75	0.426	1
ANGPTL4	0.0888494500376837	-0.400685992079714	0	0.373	1
FSTL1	0.0888755628322609	0.42131283883271	0.75	0.448	1
CD247	0.0894836308232144	0.384983978954129	0.75	0.184	1
NAF1	0.0899768820208162	-0.47435614482145	0.25	0.456	1
ARHGAP29	0.0910746758158061	0.354436478206275	0.75	0.48	1
GPNMB	0.0911077662029518	-0.790903041870209	0.5	0.682	1
ANXA1	0.0923858421905852	0.39797994737888	1	0.868	1
GTSE1	0.0949829277968073	0.274344603243382	1	0.691	1
PTMS	0.0979186489825059	0.393330964393881	1	0.888	1
BMPR2	0.0994392476894621	-0.271135284821657	0.25	0.644	1
TRBC2	0.102233150225015	1.04443891417558	0.75	0.245	1
VEGFA	0.102510653358817	0.464079103436797	1	0.692	1
CH25H	0.102838722502688	-0.759636271208713	0.25	0.371	1
ANKRD37	0.103285838358336	-0.278232750085026	0.25	0.531	1
EPAS1	0.103989877687176	0.284409021025428	1	0.453	1
CYTOR	0.104203456626453	0.432326374044253	1	0.707	1
S100A4	0.105317004546149	-0.662423023892693	0.75	0.949	1
GPR183	0.107468965261598	-0.554824655504375	0.5	0.866	1
NUSAP1	0.108159664922809	0.34687776575612	1	0.706	1
PLA2G7	0.109359296246243	-0.259398548659271	0.5	0.627	1
ATF3	0.109435062060403	-0.564820749369031	0.5	0.787	1
IL4I1	0.111185576516389	-0.309726575420896	0.75	0.768	1
HIST1H1D	0.112837663368084	0.332226360177501	0.25	0.571	1
MGP	0.113065854631882	0.335523369501909	0.5	0.242	1
DLGAP5	0.116236737757711	1.0226174334803	0.75	0.64	1
AC007952.4	0.116462115525719	-0.499904368426592	0.5	0.746	1
HMMR	0.119213007661806	0.310242078529435	1	0.616	1
ANKRD28	0.119573771887537	-0.400156561792319	0	0.47	1
CCL5	0.122304576834405	1.05462503182912	0.75	0.359	1
CD3D	0.122992119088702	0.77791866597783	0.75	0.272	1
IFIT3	0.124532779815473	0.363987119817636	0.75	0.552	1
MYO1B	0.124553278050175	0.250969464432108	0.75	0.517	1
BEX3	0.125147802377178	0.433645035336165	0.75	0.453	1
TUBB4B	0.12666983409718	0.374083345009644	1	0.879	1
SNHG12	0.131296844033681	0.304868277719424	1	0.64	1
CTSL	0.132094163138705	-0.497125823216475	0.75	0.905	1
VMO1	0.132134472890552	-0.323496959415457	0.5	0.754	1
SPRY1	0.13704544428723	0.280089415533387	0.75	0.377	1
PLCB1	0.138177538050658	0.391163157622624	0.5	0.345	1
ISG20	0.14005906790133	0.670251824751361	0.75	0.456	1
FN1	0.140365600949557	-0.789607488892895	0.25	0.442	1
SPTBN1	0.140830483435595	0.776444702170622	0.75	0.425	1
TMEM107	0.141415506344442	-0.317826603376975	0.5	0.747	1
CKS2	0.144851878261013	0.779193020382948	0.75	0.567	1
MRC1	0.14911317379405	-0.585449979685552	0.5	0.693	1
NR4A3	0.150157409770265	-0.465049197567956	0.5	0.799	1
TPM4	0.151527774168093	-0.352016393097732	1	0.927	1
S100A8	0.159187108831691	-0.524174584175841	0.75	0.905	1
CD93	0.1617840097739	-0.426277748903833	1	0.929	1
COLEC12	0.162507153401142	0.394394880691979	0.5	0.252	1
ASPM	0.171316145056736	0.616232214621707	0.75	0.591	1
H2AFZ	0.17409158937283	0.365461946591973	1	0.881	1
EMP3	0.174799615330514	0.331561306354208	1	0.868	1
CXCR4	0.176515356747316	0.561385094977718	0.75	0.549	1
ITGB1	0.18172313365152	-0.347705240174908	1	0.927	1
CAMK2N1	0.187417813067891	0.303668211785925	0.25	0.28	1
SMC4	0.189459074320767	0.666860241694056	0.75	0.754	1
SLC2A3	0.193417336878322	-0.520534082191536	1	0.866	1
ATP2B1-AS1	0.194496345593264	-0.578083355432772	0.75	0.744	1
THBS1	0.19471297578366	-0.740279596377693	0.25	0.38	1
SOX2	0.196781280114001	0.440223683211753	0.25	0.261	1
IRF1	0.198742265001382	0.608838624344364	0.75	0.707	1
KMO	0.22097684684499	0.287557437934028	0.75	0.454	1
HBEGF	0.225168221533132	-0.421912239231905	1	0.879	1
EGR2	0.228422959059416	-0.353200190521629	0.25	0.589	1
HSPB1	0.23226521685115	0.397388280031547	0.75	0.857	1
HCAR2	0.23371557710588	0.272907008984368	0.5	0.338	1
FCGBP	0.236415059003345	-0.305259645213175	1	0.981	1
TCEAL9	0.238488672472404	-0.349156771074405	0.25	0.469	1
SGO1	0.240058389011191	0.338442407732203	0.75	0.55	1
PRSS23	0.261696386195123	0.279598651138006	0.5	0.224	1
CHD7	0.262904046046475	-0.338656094903368	0.5	0.567	1
PTN	0.264356537797732	0.675015097601326	0.5	0.311	1
ATAD5	0.264816507829473	0.302569242446776	0.75	0.657	1
TSPAN13	0.267026713145107	0.324094027078385	0.75	0.508	1
MGST1	0.268734588780384	0.507275318447861	0.5	0.358	1
CENPA	0.271728154206673	0.431209783910768	0.75	0.65	1
PLTP	0.273679155201199	-0.429855031162161	0.5	0.748	1
CTSW	0.274679677378611	0.53460670634336	0.25	0.416	1
HSPA1B	0.280962232457625	-0.56011677331869	0.5	0.575	1
CDKN3	0.288730806398153	0.554673620360175	0.75	0.647	1
BNIP3	0.293715982603852	-0.485322120982762	0.5	0.6	1
FABP7	0.299900665559984	0.40053239910427	0.75	0.64	1
BEX1	0.302038171303567	0.279156889673401	0.5	0.305	1
WARS	0.302792492747309	-0.307642301979055	0.75	0.663	1
CD9	0.303902852720706	-0.399478303708113	0.5	0.734	1
AREG	0.304249610360284	0.360849846522164	0.75	0.488	1
ABHD5	0.30648744733364	-0.324551590171187	0.25	0.535	1
CXCL3	0.306783069821418	-0.618289669047068	0.5	0.586	1
CAVIN1	0.312628312212632	0.27961591294336	0.75	0.513	1
RHOB	0.317577638630162	-0.472844174765477	0.5	0.79	1
TXNIP	0.31768331427277	0.319302474222859	1	0.782	1
HERC5	0.320537760720247	0.300134285887269	0.75	0.545	1
F13A1	0.32791897242689	-0.404732339492008	1	0.862	1
CALD1	0.329271004382305	0.402007842974399	0.5	0.325	1
NUPR1	0.330178344397928	0.32781917372516	0.75	0.479	1
CYR61	0.331333894253025	0.403817849147982	0.5	0.276	1
CLEC5A	0.336206286498283	-0.395537317164727	0.75	0.804	1
TUBA4A	0.338963232370563	0.508129164332058	0.75	0.425	1
STMN1	0.339979739586298	0.470330886795511	0.75	0.883	1
OTUD1	0.343107500780915	-0.449078559265208	0.75	0.815	1
IL7R	0.348835572285208	-0.329638627379041	0.75	0.843	1
NDC80	0.35939499322473	0.650989601810328	0.75	0.615	1
HMGB2	0.360053321658962	0.477160781282641	0.75	0.598	1
CCNB2	0.361254599254776	0.318205005972006	1	0.658	1
RIPOR2	0.361397696615819	0.725386792111545	0.5	0.351	1
CCL3	0.365011866210648	-0.344889656910389	0.75	0.965	1
TGM2	0.369984722393861	-0.270727061768626	0.25	0.351	1
AHNAK	0.374711898647915	-0.443529296097804	0.5	0.492	1
RAB13	0.377486761268329	-0.414860016400494	0.5	0.542	1
HIST1H1C	0.379388008341969	0.503445405287797	0.75	0.771	1
IFITM2	0.379486661713679	0.34200951581967	1	0.799	1
HIST1H2BG	0.383394856225017	0.274138882542991	0.75	0.727	1
IL1RN	0.386168079013384	-0.32971750058071	0.75	0.83	1
PKIG	0.387269277149112	0.464645680627613	0.75	0.518	1
IL1B	0.392644078174229	-0.251142722535899	1	0.983	1
NUF2	0.39620979199731	0.401342966971074	0.75	0.628	1
PMP22	0.39931872756658	-0.254501112701773	0.75	0.823	1
PDK4	0.401566910904425	0.265517070450713	0.25	0.381	1
HAMP	0.406023146645899	-0.268802155040746	1	0.955	1
ENO2	0.40986841336249	0.321109172307634	0.75	0.523	1
SIGLEC1	0.411475647244588	0.311110263653589	0.5	0.37	1
EGR1	0.412723215357245	-0.340560551623817	0.75	0.816	1
PHLDA1	0.415011520934408	-0.270139524542587	0.5	0.678	1
HMOX1	0.415319553274329	-0.296536521486913	0.75	0.777	1
SPRY2	0.417834106158765	-0.272140976039484	0.25	0.382	1
SQSTM1	0.42027017444782	-0.285703603766921	1	0.844	1
NCAPG	0.431245776642528	0.709056827706691	0.75	0.708	1
PRDM1	0.448553736966255	-0.38529216059931	0.75	0.681	1
CCL20	0.451399628582048	-0.424429079346403	0.5	0.571	1
CLU	0.463738986931058	0.585835453306727	0.5	0.35	1
AC020656.1	0.466315122978956	0.448661754936012	0.75	0.469	1
ETS1	0.470102526398688	0.589659168945539	0.5	0.31	1
MIR4435-2HG	0.473621467393902	0.442641648075822	0.75	0.636	1
CRIP1	0.47662496415641	0.494240246241916	0.75	0.617	1
TIMP1	0.47906208161699	-0.306728401537873	0.75	0.878	1
CHI3L1	0.481373683689779	0.614239089593039	0.25	0.304	1
CD14	0.482970788372991	-0.29314370515371	1	0.993	1
CNN3	0.485378833425428	0.533496526902162	0.25	0.434	1
TSPAN6	0.488210442735797	0.257340812186728	0.25	0.376	1
PTGS2	0.488334027021109	-0.317706277406103	0.75	0.791	1
LGALS3	0.501790967834448	-0.261463107662933	0.75	0.819	1
DDIT4	0.506646474417438	-0.335705717409105	0.5	0.575	1
TPX2	0.517886209527321	0.348680902237064	0.75	0.738	1
CCL4	0.518280402968566	-0.344978505448726	0.75	0.964	1
AQP9	0.522349948216127	-0.361284125616813	0.5	0.463	1
ADM	0.523343446341208	-0.313357813180694	0.5	0.558	1
KIF20B	0.526470338036818	0.542078072539983	0.75	0.641	1
ENG	0.52678252832375	-0.251821889028381	1	0.898	1
RGCC	0.52884747421393	-0.389372160167369	1	0.723	1
CSRP2	0.532691187851621	0.318747837644497	0.25	0.483	1
DEPDC1	0.533581307464604	0.392421568505466	0.75	0.717	1
RNASE2	0.535275467843718	-0.290947175830959	1	0.859	1
CXCL2	0.545487275818319	-0.386641328454194	0.75	0.633	1
RRAD	0.554075510652169	0.366555759445442	0.25	0.489	1
NRCAM	0.565969745210218	0.29346233087996	0.25	0.406	1
FCN1	0.57174731375868	-0.488346574456489	0.75	0.554	1
IGFBP2	0.574874928560063	0.566734288558528	0.5	0.256	1
C1orf61	0.614608537642383	0.354169252947795	0.5	0.274	1
HJURP	0.623838733079136	0.343478701060591	0.5	0.574	1
SDS	0.62933951872143	-0.250928189217972	1	0.797	1
BIRC5	0.63739027904874	0.326976688201901	1	0.795	1
CCNB1	0.649087979992186	0.44881266337877	0.5	0.668	1
TREM1	0.658868980992724	-0.336918367824046	1	0.781	1
C15orf48	0.667481225373668	-0.303911497110476	0.75	0.671	1
PHLDA2	0.674573316558495	0.351065760222523	1	0.757	1
SLC38A1	0.681325556869203	0.32521003522185	0.25	0.267	1
PBK	0.687957283738559	0.453917959859234	0.5	0.485	1
ADAM8	0.688067604071944	0.378724680682055	0.75	0.642	1
GZMM	0.689272083485685	0.428902515918339	0.5	0.259	1
LY6E	0.706069071228758	0.309263182542443	1	0.654	1
SLFN5	0.715752204423699	0.394209940315582	0.5	0.382	1
MT1M	0.719430266451402	0.371106377371967	0.5	0.451	1
ALDH1A1	0.726183849853774	0.584619602397662	0.5	0.262	1
CDC20	0.726974818412587	0.456175176873215	0.75	0.753	1
PMAIP1	0.746207050650509	0.485850678067569	0.5	0.555	1
CCDC80	0.747576954207638	0.259727294825259	0.25	0.356	1
CKB	0.763826001615463	0.400170857143004	0.5	0.551	1
PLAU	0.765976806505138	-0.284864015603619	1	0.79	1
IRF4	0.766601510430121	0.6480242929322	0.5	0.495	1
TCIM	0.778456809213247	0.469062077205744	0.25	0.474	1
SGO2	0.782858180964312	0.718307427018659	0.5	0.677	1
EREG	0.811150693028798	-0.490838819259638	0.5	0.477	1
APP	0.81300084625931	-0.272571567017691	0.5	0.439	1
GEM	0.849823443551411	0.314211100134556	0.25	0.405	1
CXCL1	0.856907306529309	-0.288866318921434	0.5	0.452	1
ANPEP	0.868858785110068	-0.361407358781461	0.5	0.603	1
MCEMP1	0.891038651039161	-0.344483918248948	0.75	0.523	1
ATP1B2	0.902120852504438	0.386703555969909	0.25	0.405	1
COL5A2	0.911255933897655	0.253870826928278	0.25	0.416	1
AL359220.1	0.911685474857083	0.337283737170774	0.5	0.25	1
CD3E	0.911994666842243	0.519067626230933	0.5	0.252	1
CENPE	0.912262955483395	0.511840244026823	0.5	0.544	1
RHOC	0.928204587310233	0.286110230625917	0.75	0.881	1
HIST1H2AG	0.931345436071397	0.30384834117218	0.5	0.573	1
MEG3	0.957398310584077	0.756522964731732	0.25	0.184	1
HIST1H1B	0.95753571763169	0.585146131182745	0.75	0.67	1
MAP1B	0.961488733765464	0.663792685242225	0.5	0.433	1
GLDN	0.96774556377116	-0.291116047629159	0.75	0.443	1
FJX1	0.969976412812597	0.257548800338745	0.5	0.506	1
HSPA6	0.980730619403378	0.486713304268548	0.5	0.682	1
SCG5	0.987891257431931	0.550394048615724	0.75	0.614	1
KIFC1	0.989767310273525	0.269486837398979	0.75	0.652	1
