p_val	avg_log2FC	pct.1	pct.2	p_val_adj
TIMP1	1.51788709050899e-32	-0.521416154524414	0.627	0.884	1.77441000880501e-29
ATP2B1-AS1	1.84277706325048e-32	-0.512556514701846	0.659	0.746	2.15420638693982e-29
ANXA1	6.42846350612653e-32	-0.419323099990322	0.669	0.874	7.51487383866192e-29
MARCO	6.68572475638521e-32	-0.418846583984964	0.167	0.408	7.81561224021431e-29
CD93	1.01389773553792e-31	-0.324307141070037	0.907	0.93	1.18524645284382e-28
MKI67	4.63107728668421e-31	-0.358175777742899	0.63	0.78	5.41372934813384e-28
IER2	4.63696684344131e-30	-0.362908863813182	0.905	0.934	5.4206142399829e-27
MCEMP1	6.7325283180168e-30	-0.388507556338736	0.204	0.532	7.87032560376164e-27
SMIM25	2.244238321214e-29	-0.280597840864578	0.336	0.609	2.62351459749917e-26
NDRG1	4.92690977270097e-29	-0.301393442580735	0.455	0.716	5.75955752428743e-26
TUBB4B	9.50356765684226e-29	-0.346091218867967	0.772	0.881	1.11096705908486e-25
EMP3	1.1155926442528e-27	-0.361492643977995	0.778	0.871	1.30412780113152e-24
ARL4C	1.65950830016374e-27	-0.286403807331851	0.825	0.921	1.93996520289141e-24
CXCL3	2.7710150504095e-27	-0.567546778000645	0.265	0.594	3.23931659392871e-24
JAML	9.86333073300357e-27	-0.258729769521499	0.648	0.685	1.15302336268812e-23
G0S2	7.9892185641553e-26	-0.352253310666156	0.91	0.921	9.33939650149754e-23
FCN1	9.99891102507399e-26	-0.481342430879522	0.394	0.558	1.16887269883115e-22
ACP5	1.15743395890475e-25	-0.319734608161562	0.413	0.61	1.35304029795965e-22
AREG	3.20408662507193e-25	-0.651900459987905	0.19	0.496	3.74557726470909e-22
CD109	5.5946696809262e-25	-0.279093674377126	0.722	0.712	6.54016885700273e-22
TGFBI	4.29005868325185e-24	-0.310620104006514	0.913	0.932	5.01507860072142e-21
EREG	1.73800591018494e-23	-0.640884459290253	0.156	0.485	2.03172890900619e-20
OTUD1	4.22291931496722e-23	-0.319979268413627	0.709	0.818	4.93659267919668e-20
THBS1	7.3288261720603e-23	-0.450969907940958	0.19	0.385	8.56739779513849e-20
FLNA	1.09606488200232e-22	-0.486573291657232	0.611	0.66	1.28129984706071e-19
MYH9	1.77320854102136e-22	-0.256175371797428	0.582	0.783	2.07288078445397e-19
AHNAK	2.83915891792676e-22	-0.440714077499422	0.177	0.5	3.31897677505638e-19
HIST1H4C	7.06298590060588e-22	-0.288354513192092	0.849	0.892	8.25663051780827e-19
ATF3	7.50024259486694e-22	-0.397087208585073	0.791	0.786	8.76778359339945e-19
CCL3L1	1.82341455714989e-21	-0.278123282365168	0.958	0.971	2.13157161730822e-18
CXCR4	3.16592664768339e-21	-0.394089584814656	0.246	0.556	3.70096825114189e-18
LUCAT1	6.47373533260641e-21	-0.29742847650793	0.302	0.548	7.56779660381689e-18
ACTN1	1.58572465324985e-20	-0.296028716770996	0.712	0.766	1.85371211964908e-17
PECAM1	4.27009932622084e-20	-0.277797159316581	0.728	0.785	4.99174611235216e-17
TAGLN2	1.4820252127162e-19	-0.273844928748239	0.677	0.862	1.73248747366524e-16
ADM	3.97062199868836e-19	-0.315334955885192	0.288	0.565	4.6416571164667e-16
S100A6	6.83049540337758e-19	-0.369336139582134	0.765	0.878	7.98484912654839e-16
HMGB2	1.38172942253513e-18	-0.323466493774109	0.315	0.605	1.61524169494356e-15
PHLDA1	1.77024420012833e-18	-0.2955272187312	0.632	0.679	2.06941546995002e-15
ACTN4	4.72606760253431e-18	-0.262242862963431	0.468	0.648	5.52477302736261e-15
HSPA1B	3.21467218602566e-17	-0.393594938767906	0.31	0.581	3.757951785464e-14
CCL20	3.43844109797892e-17	-0.42573991441107	0.307	0.577	4.01953764353735e-14
C15orf48	4.75152875565021e-17	-0.360161606093279	0.561	0.674	5.5545371153551e-14
PTGER4	5.86432434865724e-17	-0.31152763666864	0.775	0.766	6.85539516358031e-14
TNF	3.01520348246425e-16	-0.271419997302989	0.426	0.64	3.52477287100071e-13
CXCL1	3.01322481136045e-15	-0.266584720873417	0.222	0.458	3.52245980448037e-12
ADAM8	3.20451001632104e-15	-0.254883793882343	0.556	0.644	3.74607220907929e-12
ABHD5	1.04935224576703e-13	-0.302798479263255	0.265	0.542	1.22669277530166e-10
UPP1	2.45486720282376e-13	-0.280566327959047	0.55	0.746	2.86973976010098e-10
LMNA	3.3690516222831e-13	-0.267030741269779	0.78	0.754	3.93842134644895e-10
KLF2	2.46461965646181e-12	-0.29805087384005	0.815	0.785	2.88114037840385e-09
TOP2A	5.39339968418657e-12	-0.307492699428557	0.677	0.784	6.3048842308141e-09
CD52	7.7879481364428e-12	-0.422274297250705	0.534	0.585	9.10411137150163e-09
CD163	2.52170420831753e-11	-0.309352525391373	0.63	0.845	2.94787221952319e-08
DNAJB1	4.5836202737794e-10	-0.311998532307112	0.81	0.804	5.35825210004811e-07
S100B	5.00592378141274e-10	0.308482335637077	0.786	0.843	5.85192490047149e-07
GPNMB	2.0129249312223e-09	-0.265320169889021	0.563	0.685	2.35310924459887e-06
RETN	3.76648788575674e-07	-0.268329285944861	0.529	0.535	0.000440302433844963
PRDM1	6.19730139590983e-07	-0.280719492203114	0.712	0.681	0.000724464533181859
HSPH1	9.56518774275482e-07	-0.269195629520576	0.754	0.734	0.00111817044712804
TFRC	1.28373420227439e-06	-0.27244273761887	0.738	0.656	0.00150068528245876
FN1	2.04489556304718e-06	-0.280621270945354	0.265	0.446	0.00239048291320216
MT1X	0.0485408628383714	0.260806755884761	0.648	0.747	1
NUSAP1	0.139729776853081	-0.274672716694101	0.725	0.706	1
CENPF	0.402694158012029	-0.274452439527271	0.751	0.797	1
KCNQ1OT1	0.934888738192493	-0.254248817904269	0.577	0.484	1
