p_val	avg_log2FC	pct.1	pct.2	p_val_adj
FABP5	1.99275382071948e-12	0.318179294251453	0.967	0.767	2.32952921642107e-09
ABL2	2.66189436985653e-12	0.303536274505741	0.961	0.806	3.11175451836228e-09
LIPA	4.14683180430955e-12	0.275067055902937	0.961	0.763	4.84764637923787e-09
LGMN	4.73798902680742e-12	0.293073011897152	0.954	0.792	5.53870917233788e-09
CD9	5.91253713542558e-12	0.261881732396611	0.908	0.732	6.9117559113125e-09
ARID5B	6.72943269267696e-12	0.251678585451969	0.862	0.68	7.86670681773937e-09
EMP3	5.06703236681185e-11	-0.32230270812988	0.868	0.868	5.92336083680305e-08
SH3BP5	5.40082389290374e-11	-0.299604739097211	0.401	0.627	6.31356313080447e-08
S100A6	5.89979583649525e-11	-0.469725817124569	0.888	0.875	6.89686133286294e-08
CXCL8	6.68899398800436e-10	-0.287337975416242	0.947	0.935	7.81943397197709e-07
ANXA1	7.75505468633062e-10	-0.285767684856742	0.882	0.868	9.0656589283205e-07
NR4A3	1.29081318913912e-09	0.26374407726038	0.934	0.797	1.50896061810363e-06
PLTP	2.87013559399098e-09	0.25156723290364	0.941	0.746	3.35518850937546e-06
CPM	4.11013331210634e-09	0.263856904550527	0.803	0.559	4.80474584185231e-06
GLDN	4.8716688163955e-09	0.310551007343309	0.632	0.441	5.69498084636634e-06
RETN	7.12655823681834e-09	-0.27293622076651	0.349	0.537	8.33094657884064e-06
ATF3	9.30408754407732e-09	0.253108492735599	0.987	0.784	1.08764783390264e-05
FLNA	3.98244906118666e-08	-0.45692982143814	0.553	0.66	4.65548295252721e-05
MRC1	1.34484520850101e-07	-0.479223691189336	0.691	0.693	0.000157212404873769
CXCL3	2.12021909851063e-07	-0.566016245022296	0.447	0.587	0.000247853612615892
EREG	3.48171676063007e-07	-0.548320894789696	0.217	0.479	0.000407012689317656
C15orf48	4.16158520459228e-07	-0.385655407798559	0.546	0.672	0.000486489310416838
CD300E	4.85455519480756e-07	-0.308100228177377	0.704	0.732	0.000567497502273003
CD52	9.52374548986297e-07	-0.35450319799893	0.428	0.585	0.00111332584776498
TIMP1	7.73402621299236e-06	-0.295586438348639	0.967	0.877	0.00904107664298807
AREG	1.24808854801336e-05	-0.518005382724393	0.355	0.489	0.0145901551262761
TOP2A	2.34688916309634e-05	-0.29254908690133	0.75	0.782	0.0274351343165962
MKI67	4.05589979401511e-05	-0.363829689518505	0.73	0.777	0.0474134685920367
SMIM25	4.69505150533318e-05	-0.310408511273509	0.507	0.603	0.0548851520973449
UPP1	7.48189844650923e-05	-0.280826968619219	0.796	0.74	0.0874633928396929
ACTN1	8.28157296240475e-05	-0.284770036577849	0.737	0.765	0.0968115879305115
MARCO	0.000112038981080629	-0.357441650602751	0.25	0.403	0.130973568883255
BIRC5	0.000206627394010497	-0.258222227398227	0.783	0.795	0.241547423598271
TXNIP	0.000298867855408422	-0.271853765335309	0.855	0.782	0.349376522972445
CENPF	0.00139165395574803	-0.279357792279332	0.776	0.796	1
CXCL1	0.00306043591344354	-0.306228006862988	0.336	0.453	1
NDRG1	0.00394864043304486	-0.306973942690351	0.75	0.709	1
HMGB2	0.0123603246429422	-0.262923391332118	0.612	0.598	1
AHNAK	0.0444695484317719	-0.251727563971162	0.467	0.492	1
STMN1	0.137994381520727	-0.254407333851539	0.836	0.884	1
