p_val	avg_log2FC	pct.1	pct.2	p_val_adj
DUSP4	7.51727813816093e-241	-0.304595009552682	0.317	0.673	8.78769814351013e-238
SCIN	5.42884937752556e-240	0.419884304995354	0.888	0.885	6.34632492232738e-237
CENPF	1.02551095651604e-239	0.505574511325891	0.782	0.8	1.19882230816725e-236
SMIM25	1.54688316091812e-232	-0.413406868896443	0.311	0.686	1.80830641511328e-229
TYMS	9.41033387857343e-228	0.524706262405939	0.702	0.663	1.10006803040523e-224
HELLS	2.24616637810683e-226	0.44054625102627	0.75	0.745	2.62576849600688e-223
ANXA2	5.66147714530097e-226	-0.386498615732207	0.718	0.932	6.61826678285683e-223
A2M	2.58141126243533e-225	0.340362879008686	0.946	0.933	3.01766976578691e-222
CCND1	2.79309335798712e-221	0.326251809133406	0.887	0.918	3.26512613548695e-218
CCL4L2	2.8804356987885e-220	0.25994671836689	0.992	0.989	3.36722933188376e-217
EMP1	2.88403243533188e-202	-0.269578588111014	0.346	0.647	3.37143391690297e-199
HIST1H4C	7.13606992036714e-202	0.377177078947723	0.876	0.896	8.34206573690918e-199
GPNMB	2.79280383592155e-200	-0.552983058468645	0.512	0.732	3.2647876841923e-197
ESCO2	4.97730030303899e-196	0.275455110872586	0.654	0.6	5.81846405425258e-193
TOP2A	3.34528522540135e-192	0.518379249477354	0.741	0.793	3.91063842849418e-189
CXCL3	1.65700429947748e-190	-0.594260065891235	0.324	0.661	1.93703802608917e-187
BNIP3	4.41995197115761e-190	-0.395155106119342	0.341	0.675	5.16692385428325e-187
PPA1	6.00491514679239e-185	0.291817028239783	0.895	0.892	7.01974580660031e-182
CXCL2	8.13072390741383e-184	-0.572794537165739	0.401	0.7	9.50481624776676e-181
TPX2	4.39594266168966e-183	0.3514037114239	0.724	0.742	5.13885697151522e-180
SQSTM1	2.15054770952295e-180	-0.342063445784749	0.714	0.882	2.51399027243233e-177
FBP1	7.65823870756623e-174	-0.377926495485286	0.527	0.777	8.95248104914492e-171
AHNAK	2.10916116016276e-169	-0.446423171209811	0.226	0.569	2.46560939623027e-166
MRC1	3.21204631056258e-169	-0.360362358991584	0.472	0.757	3.75488213704765e-166
EREG	1.39036764207559e-167	-0.648008308831043	0.192	0.559	1.62533977358637e-164
AQP9	3.04404388962539e-166	-0.349972902471831	0.151	0.554	3.55848730697208e-163
HBEGF	7.08980704610168e-162	-0.321123694796847	0.753	0.916	8.28798443689287e-159
PTTG1	4.32398809867706e-158	0.423600928969023	0.696	0.649	5.05474208735348e-155
ANXA1	7.02448742370956e-157	-0.341553774781169	0.745	0.904	8.21162579831647e-154
F13A1	7.31130423617181e-156	0.334871944228343	0.881	0.856	8.54691465208485e-153
RGCC	6.11936049814154e-151	-0.434108655624692	0.543	0.775	7.15353242232746e-148
SLC16A10	1.1543190055655e-150	-0.296834837960405	0.634	0.854	1.34939891750607e-147
S100B	3.83576966797123e-150	0.261584552391287	0.794	0.855	4.48401474185837e-147
PHLDA1	8.12819008360016e-137	-0.301070543108746	0.462	0.741	9.50185420772858e-134
AREG	6.15886447567012e-133	-0.626479502721535	0.241	0.559	7.19971257205837e-130
RNASE2	1.62114413927273e-132	0.280630763852316	0.883	0.853	1.89511749880982e-129
S100A4	2.64413382850401e-132	-0.292062497821578	0.883	0.968	3.09099244552118e-129
CLEC5A	3.90263028458321e-132	-0.294050891468576	0.636	0.852	4.56217480267777e-129
ATP2B1-AS1	5.16512574531449e-132	-0.326722603466792	0.588	0.789	6.03803199627264e-129
FOLR2	8.61836600489171e-131	0.310414073912016	0.836	0.821	1.00748698597184e-127
TXNIP	3.34187769708505e-129	-0.336083954854853	0.627	0.827	3.90665502789242e-126
LUCAT1	8.55129215437116e-129	-0.260666631729801	0.312	0.608	9.99646052845989e-126
IL1RN	8.84038070798697e-129	-0.294848383029137	0.659	0.879	1.03344050476368e-125
CDKN3	1.96774008159478e-128	0.303307973195516	0.644	0.648	2.3002881553843e-125
MARCO	2.31889875852122e-123	-0.443797571698986	0.117	0.484	2.7107926487113e-120
S100A8	5.25879241749052e-116	-0.359020391991441	0.814	0.931	6.14752833604641e-113
ADM	5.63294429085523e-115	-0.337406115317768	0.323	0.626	6.58491187600976e-112
MXI1	8.87385078006683e-115	-0.310239641246877	0.16	0.51	1.03735315618981e-111
THBD	7.71029132109122e-112	-0.287690043180223	0.631	0.829	9.01333055435564e-109
NUPR1	9.69111483005524e-94	-0.358956853519856	0.278	0.537	1.13289132363346e-90
RRM2	3.57300106861037e-93	0.328523034221136	0.669	0.733	4.17683824920552e-90
CLSPN	2.3984088778434e-86	0.38866471432061	0.655	0.731	2.80373997819893e-83
HMMR	5.11704968277395e-81	0.271623954937453	0.61	0.618	5.98183107916274e-78
SDC2	8.15778260476852e-76	-0.265928146549128	0.202	0.507	9.5364478649744e-73
SERPINB2	9.83514358788145e-73	-0.261537028612585	0.146	0.456	1.14972828542334e-69
UBE2C	4.34275196963195e-71	0.284545240132319	0.632	0.71	5.07667705249975e-68
CXCL1	7.44079352153878e-59	-0.258917480055465	0.265	0.506	8.69828762667883e-56
HMGB2	2.91464933919559e-58	0.268785410017464	0.645	0.584	3.40722507751964e-55
CDK1	2.48744394395604e-54	0.334886395504002	0.589	0.601	2.90782197048461e-51
CXCR4	3.45191342587105e-52	-0.253404841925511	0.365	0.602	4.03528679484326e-49
FN1	2.75884789435914e-39	-0.278215025328973	0.261	0.494	3.22509318850583e-36
CCNB1	1.85194871747151e-38	0.252139916406863	0.591	0.69	2.1649280507242e-35
THBS1	2.27264363044713e-06	-0.254036765535372	0.214	0.428	0.00265672040399269
