p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CLSPN	3.3478995967887e-197	0.471010192475632	0.682	0.728	3.91369462864599e-194
NDC80	2.01912799186541e-195	0.27703322796619	0.603	0.621	2.36036062249066e-192
RGCC	2.10802660480941e-195	-0.452733950393279	0.586	0.783	2.4642831010222e-192
CENPU	7.38404398894271e-192	0.304525400274566	0.552	0.424	8.63194742307403e-189
DIAPH3	8.02225317549222e-183	0.272060401698894	0.654	0.704	9.37801396215041e-180
S100A8	2.89939176458698e-180	-0.392833511785326	0.836	0.935	3.38938897280218e-177
CKS2	3.51241259348979e-177	0.31783457867839	0.661	0.526	4.10601032178957e-174
PHLDA1	4.12758412597303e-173	-0.316817699809443	0.495	0.759	4.82514584326247e-170
MARCO	5.39692422502529e-170	-0.483927164589985	0.132	0.52	6.30900441905457e-167
HBEGF	5.1938236439229e-165	-0.29505819136417	0.792	0.918	6.07157983974587e-162
CCNB1	1.37185505699325e-164	0.447933777082563	0.638	0.681	1.60369856162511e-161
ANLN	2.83021327770041e-163	0.384644460317786	0.614	0.608	3.30851932163178e-160
HERC5	7.20103605220086e-160	0.279324521423984	0.596	0.522	8.4180111450228e-157
CCNB2	9.85492190736058e-159	0.347002334678907	0.646	0.663	1.15204037097045e-155
SLC16A10	5.01665962466196e-156	-0.278175325757366	0.663	0.866	5.86447510122983e-153
ATP2B1-AS1	1.25384253425334e-152	-0.32895742003993	0.623	0.797	1.46574192254216e-149
TXNIP	1.74596968794631e-152	-0.334556687342145	0.66	0.836	2.04103856520924e-149
NUF2	4.1496146859515e-149	0.282975530759264	0.614	0.633	4.85089956787731e-146
PLK1	2.27549360424831e-148	0.303369754159462	0.64	0.696	2.66005202336627e-145
ADM	5.52783512782099e-145	-0.362266905828615	0.358	0.646	6.46203926442274e-142
CLEC5A	7.3217024742145e-145	-0.293085983515552	0.673	0.861	8.55907019235675e-142
CD9	7.92856170289481e-144	-0.264719764965297	0.571	0.805	9.26848863068403e-141
NUPR1	7.6968528722719e-140	-0.409252646994291	0.289	0.562	8.99762100768585e-137
KIF4A	1.05142920226204e-139	0.275673466460115	0.596	0.614	1.22912073744432e-136
LUCAT1	2.67524280008765e-137	-0.260802624988619	0.353	0.624	3.12735883330246e-134
S100A9	1.33114423772346e-133	-0.264253085865312	0.937	0.978	1.55610761389873e-130
TUBB4B	4.17674598837535e-132	0.259226633980629	0.879	0.878	4.88261606041078e-129
IL1RN	3.49037139067871e-129	-0.281508328476583	0.705	0.885	4.08024415570341e-126
CCL2	5.06894014146122e-123	0.286654826112646	0.85	0.827	5.92559102536817e-120
MXI1	3.64320798754753e-122	-0.328716212397295	0.193	0.535	4.25891013744307e-119
ATAD5	1.58973165636572e-120	0.266917404510577	0.642	0.663	1.85839630629152e-117
CD59	1.80899652782726e-118	0.256147995165759	0.736	0.67	2.11471694103007e-115
THBD	1.41710247576512e-111	-0.280069394200695	0.681	0.83	1.65659279416942e-108
SDC2	4.28491842742182e-107	-0.290967739064919	0.217	0.536	5.00906964165611e-104
GTSE1	4.86772584676692e-104	0.396357799396122	0.638	0.715	5.69037151487053e-101
PTMS	3.35214807311883e-103	0.258691887660918	0.86	0.9	3.91866109747592e-100
CXCL1	6.67100525609705e-99	-0.29304196420923	0.264	0.535	7.79840514437745e-96
BRCA1	2.18123723475021e-91	0.280048219285337	0.605	0.657	2.54986632742299e-88
PLTP	1.75170673678788e-85	0.26553202033072	0.771	0.737	2.04774517530504e-82
SERPINB2	1.84425726191543e-79	-0.274619988657776	0.158	0.487	2.15593673917914e-76
CXCR4	1.99558666365752e-78	-0.295062778031937	0.39	0.618	2.33284080981565e-75
ANGPTL4	1.12475472787751e-67	-0.255710009800716	0.164	0.465	1.31483827688881e-64
MYBL2	3.89244146605844e-67	0.267365187888901	0.609	0.789	4.55026407382231e-64
MMP19	6.6899768666612e-52	-0.264797342408935	0.227	0.494	7.82058295712694e-49
FN1	3.8112454068345e-50	-0.312719338666144	0.284	0.511	4.45534588058953e-47
THBS1	8.9913906306073e-08	-0.29633763864142	0.235	0.443	0.000105109356471799
