p_val	avg_log2FC	pct.1	pct.2	p_val_adj
RNASE1	2.69515430314272e-66	-0.366331548040464	0.272	0.403	3.15063538037384e-63
SEMA6B	2.22410303789994e-65	0.273963978183715	0.732	0.586	2.59997645130503e-62
KLF2	1.74114986020871e-64	-0.268671207247815	0.675	0.801	2.03540418658398e-61
CD9	1.32708575985455e-63	-0.256095326333764	0.671	0.743	1.55136325326997e-60
TNF	1.39241089539622e-62	-0.261533320563767	0.48	0.656	1.62772833671818e-59
ABL2	2.53866822509579e-62	-0.266798381534462	0.739	0.817	2.96770315513698e-59
TOP2A	3.3514791539704e-62	-0.395899141242242	0.764	0.784	3.9178791309914e-59
SLC16A10	4.80661846645742e-60	-0.260914840791532	0.782	0.808	5.61893698728872e-57
PNP	1.08158273801968e-59	0.253264510049235	0.928	0.875	1.26437022074501e-56
IRF1	8.77635912116692e-59	0.326392671730438	0.797	0.695	1.02595638126441e-55
NRGN	2.09170577078646e-58	0.373950375627979	0.625	0.572	2.44520404604937e-55
NAF1	5.38788339939854e-58	0.352312323909516	0.637	0.431	6.2984356938969e-55
PLIN2	9.09519212583506e-55	-0.372471225653816	0.707	0.779	1.06322795951012e-51
INSIG1	1.94542901134635e-54	0.276450929055029	0.754	0.697	2.27420651426388e-51
BIRC5	1.53876768513285e-52	-0.332938196855781	0.824	0.791	1.7988194239203e-49
CCL20	3.46003705884239e-47	-0.323835587113419	0.442	0.589	4.04478332178675e-44
NUPR1	2.90550663570219e-46	-0.315797478724478	0.293	0.505	3.39653725713585e-43
HMOX1	3.28446976493501e-46	-0.301415799982303	0.688	0.79	3.83954515520903e-43
LGMN	4.26846085737497e-46	-0.31610216384157	0.843	0.787	4.98983074227134e-43
HSPA1A	5.04099449036812e-46	-0.297409782914136	0.733	0.84	5.89292255924034e-43
CD36	8.03101030285979e-43	0.346662003689249	0.566	0.362	9.3882510440431e-40
ARL5B	2.55094230753374e-42	0.338930101114329	0.737	0.714	2.98205155750695e-39
HMGB2	3.70540328020775e-39	-0.334078497209521	0.54	0.606	4.33161643456287e-36
CEP55	1.2474883917911e-32	-0.250151127465679	0.744	0.744	1.4583139300038e-29
WARS	3.2181410913603e-30	0.286061655494629	0.697	0.658	3.76200693580019e-27
HCAR2	2.69686114697907e-14	0.274608152381809	0.448	0.322	3.15263068081853e-11
CYP1B1	0.0369736476226871	0.256288711047924	0.41	0.272	1
